Body,20,0.5,0.5,0,0
Body,20,0.58,0.57,0,0
Body,20,0.66,0.64,0,0
Body,20,0.74,0.71,0,0
Body,20,0.82,0.78,0,0
Body,20,0.90,0.85,0,0
Body,20,0.96,0.92,0,0
Body,20,0.99,0.97,0,0
Body,10,0.9999999,1,0,0
