Joint,0,0,0,0,0,0,0,0,0,5,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,6.59091,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,8.18182,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,9.77273,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,11.3636,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,12.9545,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,14.5455,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,16.1364,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,17.7273,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,19.3182,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,20.9091,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,22.5,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,24.0909,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,25.6818,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,27.2727,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,28.8636,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,500,50000,5000
Joint,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,500,50000,5000
